zip,city,state,county,latitude,longitude,10_year_price,5_year_price,current_price,10_year_growth,5_year_growth
32836,Orlando,FL,Orange,28.4115,-81.525,"333,064.00","440,388.00","554,880.00",0.67,0.26
32541,Destin,FL,Okaloosa,30.3949,-86.4692,"282,351.00","345,236.00","501,012.00",0.77,0.45
32725,Deltona,FL,Volusia,28.8989,-81.2473,"83,495.00","138,207.00","243,176.00",1.91,0.76
32738,Deltona,FL,Volusia,28.9093,-81.1922,"83,362.00","139,332.00","243,779.00",1.92,0.75
33444,Delray Beach,FL,Palm Beach,26.4564,-80.0793,"147,623.00","247,374.00","357,407.00",1.42,0.44
33445,Delray Beach,FL,Palm Beach,26.4564,-80.1054,"109,513.00","175,439.00","247,452.00",1.26,0.41
33446,Delray Beach,FL,Palm Beach,26.4517,-80.158,"175,964.00","256,570.00","316,339.00",0.80,0.23
33483,Delray Beach,FL,Palm Beach,26.4546,-80.0656,"364,237.00","547,738.00","693,121.00",0.90,0.27
33484,Delray Beach,FL,Palm Beach,26.4543,-80.1346,"83,612.00","139,571.00","187,155.00",1.24,0.34
32720,Deland,FL,Volusia,29.0266,-81.3349,"106,804.00","156,577.00","259,219.00",1.43,0.66
32724,Deland,FL,Volusia,29.0422,-81.2863,"120,461.00","172,037.00","273,914.00",1.27,0.59
32433,Defuniak Springs,FL,Walton,30.8494,-86.2023,"101,467.00","112,837.00","176,933.00",0.74,0.57
32435,Defuniak Springs,FL,Walton,30.721,-86.1152,"99,800.00","109,357.00","177,877.00",0.78,0.63
33441,Deerfield Beach,FL,Broward,26.3096,-80.0992,"142,206.00","217,340.00","316,740.00",1.23,0.46
33442,Deerfield Beach,FL,Broward,26.3124,-80.1412,"71,181.00","108,835.00","155,377.00",1.18,0.43
32713,Debary,FL,Volusia,28.8846,-81.3065,"131,873.00","196,338.00","303,988.00",1.31,0.55
32130,De Leon Springs,FL,Volusia,29.1166,-81.3488,"110,603.00","152,610.00","254,785.00",1.30,0.67
32114,Daytona Beach,FL,Volusia,29.2012,-81.0371,"64,149.00","89,267.00","155,915.00",1.43,0.75
32118,Daytona Beach,FL,Volusia,29.2219,-81.0095,"146,464.00","196,659.00","283,280.00",0.93,0.44
32124,Daytona Beach,FL,Volusia,29.1419,-81.1402,"165,220.00","235,182.00","344,199.00",1.08,0.46
33314,Fort Lauderdale,FL,Broward,26.0697,-80.2246,"121,816.00","190,551.00","301,797.00",1.48,0.58
33325,Fort Lauderdale,FL,Broward,26.1097,-80.3215,"237,200.00","343,346.00","468,756.00",0.98,0.37
33328,Fort Lauderdale,FL,Broward,26.0671,-80.2723,"237,813.00","342,522.00","465,413.00",0.96,0.36
33837,Davenport,FL,Polk,28.1963,-81.6079,"122,184.00","189,001.00","276,262.00",1.26,0.46
33897,Davenport,FL,Polk,28.3112,-81.6643,"125,931.00","184,187.00","276,807.00",1.20,0.50
33004,Dania,FL,Broward,26.0476,-80.1447,"132,902.00","184,274.00","257,766.00",0.94,0.40
33525,Dade City,FL,Pasco,28.3318,-82.2446,"131,506.00","170,078.00","275,034.00",1.09,0.62
33189,Miami,FL,Miami-Dade,25.573,-80.3374,"146,021.00","252,947.00","381,805.00",1.61,0.51
33190,Miami,FL,Miami-Dade,25.5593,-80.3483,"155,647.00","239,142.00","326,614.00",1.10,0.37
34430,Dunnellon,FL,Marion,29.0491,-82.4609,"114,610.00","134,036.00","230,464.00",1.01,0.72
32536,Crestview,FL,Okaloosa,30.7644,-86.5917,"147,846.00","163,428.00","254,242.00",0.72,0.56
32539,Crestview,FL,Okaloosa,30.7773,-86.4832,"125,678.00","139,347.00","226,554.00",0.80,0.63
32112,Crescent City,FL,Putnam,29.4272,-81.5579,"74,928.00","91,487.00","155,772.00",1.08,0.70
32327,Crawfordville,FL,Wakulla,30.2108,-84.3205,"110,059.00","157,682.00","205,541.00",0.87,0.30
32355,Saint Marks,FL,Wakulla,30.1631,-84.2083,"102,500.00","152,692.00","186,187.00",0.82,0.22
33015,Hialeah,FL,Miami-Dade,25.9388,-80.3165,"139,811.00","232,559.00","316,918.00",1.27,0.36
32431,Cottondale,FL,Jackson,30.8004,-85.3847,"60,943.00","87,906.00","114,831.00",0.88,0.31
34215,Cortez,FL,Manatee,27.4713,-82.6823,"424,354.00","509,145.00","550,799.00",0.30,0.08
33065,Pompano Beach,FL,Broward,26.2729,-80.2603,"112,944.00","183,132.00","267,255.00",1.37,0.46
33067,Pompano Beach,FL,Broward,26.3033,-80.2415,"306,765.00","414,274.00","560,452.00",0.83,0.35
33071,Pompano Beach,FL,Broward,26.2435,-80.2601,"226,935.00","332,803.00","462,259.00",1.04,0.39
33134,Miami,FL,Miami-Dade,25.768,-80.2714,"312,871.00","467,420.00","571,817.00",0.83,0.22
33146,Miami,FL,Miami-Dade,25.7205,-80.2728,"612,659.00","931,018.00","1,081,713.00",0.77,0.16
33330,Fort Lauderdale,FL,Broward,26.0663,-80.3339,"400,225.00","550,088.00","746,058.00",0.86,0.36
33521,Coleman,FL,Sumter,28.7997,-82.0701,"60,823.00","77,829.00","133,797.00",1.20,0.72
33066,Pompano Beach,FL,Broward,26.2535,-80.1775,"73,122.00","120,028.00","169,464.00",1.32,0.41
33073,Pompano Beach,FL,Broward,26.2997,-80.181,"198,961.00","302,095.00","405,238.00",1.04,0.34
32931,Cocoa Beach,FL,Brevard,28.3325,-80.6121,"195,836.00","294,320.00","413,561.00",1.11,0.41
32922,Cocoa,FL,Brevard,28.3672,-80.7465,"55,954.00","71,231.00","153,085.00",1.74,1.15
32926,Cocoa,FL,Brevard,28.391,-80.787,"109,909.00","162,897.00","266,429.00",1.42,0.64
32927,Cocoa,FL,Brevard,28.4566,-80.7978,"88,662.00","149,206.00","248,710.00",1.81,0.67
33440,Clewiston,FL,Hendry,26.7172,-80.9492,"75,043.00","100,893.00","139,022.00",0.85,0.38
33755,Clearwater,FL,Pinellas,27.9781,-82.7815,"107,402.00","163,932.00","269,625.00",1.51,0.64
33756,Clearwater,FL,Pinellas,27.947,-82.7943,"116,409.00","177,600.00","285,600.00",1.45,0.61
33759,Clearwater,FL,Pinellas,27.975,-82.7019,"110,070.00","161,488.00","282,459.00",1.57,0.75
33761,Clearwater,FL,Pinellas,28.031,-82.7239,"122,834.00","179,645.00","281,697.00",1.29,0.57
33763,Clearwater,FL,Pinellas,28.0173,-82.7461,"78,429.00","109,146.00","179,080.00",1.28,0.64
33764,Clearwater,FL,Pinellas,27.916,-82.7343,"119,837.00","179,851.00","305,641.00",1.55,0.70
33765,Clearwater,FL,Pinellas,27.9902,-82.7433,"118,773.00","177,443.00","283,657.00",1.39,0.60
33767,Clearwater Beach,FL,Pinellas,27.9598,-82.8286,"343,978.00","461,814.00","636,983.00",0.85,0.38
33896,Davenport,FL,Polk,28.2531,-81.6509,"152,313.00","215,920.00","297,199.00",0.95,0.38
33625,Tampa,FL,Hillsborough,28.0726,-82.559,"143,631.00","214,047.00","335,087.00",1.33,0.57
32113,Citra,FL,Marion,29.3918,-82.1062,"73,039.00","93,095.00","155,411.00",1.13,0.67
32709,Christmas,FL,Orange,28.5462,-81.0116,"118,617.00","204,870.00","306,469.00",1.58,0.50
34138,Chokoloskee,FL,Collier,25.8129,-81.362,"184,674.00","194,475.00","258,478.00",0.40,0.33
32428,Chipley,FL,Washington,30.7107,-85.5486,"74,341.00","102,272.00","136,031.00",0.83,0.33
32463,Wausau,FL,Washington,30.6321,-85.5888,"37,816.00","51,851.00","67,113.00",0.77,0.29
32324,Chattahoochee,FL,Gadsden,30.6834,-84.828,"39,502.00","53,714.00","59,334.00",0.50,0.10
33417,West Palm Beach,FL,Palm Beach,26.7197,-80.1248,"55,185.00","87,110.00","131,654.00",1.39,0.51
32535,Century,FL,Escambia,30.9687,-87.3216,"90,270.00","87,877.00","123,563.00",0.37,0.41
33514,Center Hill,FL,Sumter,28.6635,-81.9963,"152,697.00","122,112.00","202,795.00",0.33,0.66
33585,Sumterville,FL,Sumter,28.7356,-82.0616,"203,773.00","165,234.00","275,602.00",0.35,0.67
32625,Cedar Key,FL,Levy,29.171,-83.0168,"164,488.00","203,941.00","250,092.00",0.52,0.23
32707,Casselberry,FL,Seminole,28.6617,-81.3122,"119,374.00","184,656.00","287,546.00",1.41,0.56
32730,Casselberry,FL,Seminole,28.6513,-81.3418,"101,711.00","164,346.00","258,236.00",1.54,0.57
32427,Caryville,FL,Washington,30.7123,-85.8014,"48,786.00","60,612.00","90,289.00",0.85,0.49
32322,Carrabelle,FL,Franklin,29.8692,-84.6358,"128,886.00","155,248.00","198,898.00",0.54,0.28
32323,Lanark Village,FL,Franklin,29.8826,-84.5964,"38,448.00","47,714.00","65,167.00",0.69,0.37
33924,Captiva,FL,Lee,26.5215,-82.1802,"681,451.00","870,938.00","1,087,801.00",0.60,0.25
33904,Cape Coral,FL,Lee,26.6065,-81.9502,"141,794.00","226,247.00","325,536.00",1.30,0.44
33909,Cape Coral,FL,Lee,26.6939,-81.9452,"96,952.00","178,990.00","254,882.00",1.63,0.42
33914,Cape Coral,FL,Lee,26.5557,-82.0206,"175,802.00","278,842.00","391,584.00",1.23,0.40
33990,Cape Coral,FL,Lee,26.6265,-81.9677,"118,910.00","205,027.00","295,261.00",1.48,0.44
33991,Cape Coral,FL,Lee,26.6281,-82.0182,"136,786.00","228,769.00","325,727.00",1.38,0.42
33993,Cape Coral,FL,Lee,26.6786,-82.0254,"114,808.00","200,181.00","286,366.00",1.49,0.43
32920,Cape Canaveral,FL,Brevard,28.3903,-80.6043,"134,029.00","199,442.00","299,747.00",1.24,0.50
32533,Cantonment,FL,Escambia,30.6143,-87.3251,"142,055.00","167,966.00","249,247.00",0.75,0.48
33438,Canal Point,FL,Palm Beach,26.8592,-80.6337,"82,759.00","94,772.00","157,727.00",0.91,0.66
